,id,branch,found,course,daynight,major,school,school_area,sex,age,hire_state,b022,b023,b036,b038,b039,b040,f009,i001,i033,i037,i042,i046,i066,i076,l001,l009,l016,m002,k110,k004,k007,k009,k011,q001,q002,q003,q004,q006,p001,p026,p029,p036,p045
2425,37426.0,1.0,3.0,3.0,0,4.0,1.0,0,0,27.25,1,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,1,6,0,0,0,0,0,1,3.0,4.0,6.0,0,2.0,1.0,3.0,3.0,3.0,1
2426,37454.0,1.0,3.0,5.0,1,4.0,1.0,0,0,29.5,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,8,0,1,0,0,0,1,5.0,8.0,6.0,0,3.0,1.0,3.0,3.0,6.0,1
2427,37458.0,1.0,3.0,5.0,1,4.0,1.0,1,0,27.0,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,24,0,0,0,0,0,0,4.0,3.0,5.0,1,1.0,1.0,3.0,3.0,2.0,1
2428,37468.0,1.0,3.0,5.0,1,4.0,1.0,0,0,28.416666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,140,3,0,0,0,0,0,3.0,0.0,6.0,0,4.0,1.0,3.0,3.0,2.0,1
2437,37609.0,1.0,3.0,3.0,0,4.0,1.0,1,1,24.416666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,720,3,1,0,0,0,1,2.0,0.0,5.0,0,4.0,1.0,3.0,3.0,2.0,0
2438,37612.0,1.0,3.0,3.0,0,4.0,1.0,0,0,22.0,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,200,1,1,0,0,0,1,5.0,3.0,6.0,0,4.0,1.0,3.0,3.0,4.0,0
2445,37684.0,1.0,3.0,3.0,0,4.0,1.0,0,0,25.166666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,900,1,0,0,0,0,1,4.0,5.0,6.0,0,4.0,1.0,3.0,2.0,1.0,1
2449,37737.0,1.0,3.0,3.0,0,4.0,1.0,0,0,25.583333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,50,7,1,0,0,0,1,4.0,5.0,7.0,0,3.0,1.0,3.0,3.0,3.0,1
2460,37944.0,1.0,3.0,3.0,0,4.0,1.0,0,0,24.5,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,20,0,1,0,0,0,0,5.0,7.0,10.0,1,3.0,1.0,5.0,5.0,5.0,1
2462,37961.0,1.0,3.0,3.0,1,4.0,1.0,0,0,24.083333333333332,0,0.0,0.0,0,0,0,0,7.0,0,0,0.0,0.0,0,0,0,1.0,1,480,1,1,1,0,0,1,4.0,5.0,8.0,0,3.0,1.0,3.0,3.0,2.0,1
2468,38017.0,1.0,3.0,3.0,1,4.0,1.0,0,0,24.5,1,0.0,0.0,0,0,0,0,1.0,1,300,0.0,0.0,0,0,0,1.0,1,1200,1,0,0,0,0,1,4.0,5.0,6.0,0,2.0,1.0,3.0,3.0,3.0,1
2470,38060.0,1.0,3.0,3.0,0,4.0,1.0,0,0,24.333333333333332,1,0.0,0.0,0,0,0,0,9.0,0,0,0.0,0.0,0,0,0,1.0,1,300,0,0,0,1,0,1,5.0,6.0,6.0,0,4.0,1.0,5.0,3.0,1.0,1
2472,38090.0,1.0,3.0,3.0,0,4.0,1.0,0,0,25.083333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,480,1,1,1,0,0,1,3.0,3.0,5.0,0,3.0,1.0,1.0,3.0,2.0,1
2474,38118.0,1.0,3.0,3.0,0,4.0,1.0,0,1,23.333333333333332,0,0.0,6.0,0,1,0,1,1.0,0,0,0.0,0.0,0,0,0,1.0,1,480,0,1,0,0,0,0,3.0,1.0,9.0,0,4.0,1.0,3.0,3.0,3.0,0
2491,38274.0,1.0,3.0,3.0,0,4.0,1.0,0,1,21.916666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,0,40,2,0,0,0,0,1,2.0,3.0,7.0,0,4.0,1.0,3.0,3.0,1.0,0
2492,38275.0,1.0,3.0,3.0,0,4.0,1.0,0,0,24.5,1,0.0,0.0,0,0,0,0,4.0,0,0,0.0,0.0,0,0,0,1.0,1,1,1,0,0,0,0,1,3.0,0.0,6.0,1,3.0,1.0,3.0,2.0,3.0,1
2493,38281.0,1.0,3.0,3.0,0,4.0,1.0,0,0,23.916666666666668,0,13.0,7.0,0,1,0,1,6.0,0,0,0.0,0.0,0,0,0,1.0,1,180,5,1,1,0,0,1,4.0,8.0,8.0,0,1.0,1.0,3.0,3.0,3.0,1
2494,38285.0,1.0,3.0,3.0,0,4.0,1.0,0,0,25.166666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,0,60,1,1,0,0,0,1,5.0,10.0,6.0,0,3.0,1.0,3.0,3.0,2.0,1
2498,38355.0,1.0,3.0,3.0,0,4.0,1.0,0,0,21.833333333333332,0,5.0,2.0,1,1,1,1,2.0,0,0,0.0,0.0,0,0,0,1.0,1,1350,2,1,0,0,0,1,4.0,0.0,10.0,1,5.0,1.0,3.0,3.0,3.0,0
2504,38421.0,1.0,3.0,3.0,0,4.0,1.0,0,0,25.25,1,0.0,0.0,0,0,0,0,5.0,0,0,0.0,0.0,0,0,0,1.0,1,8,2,0,0,0,0,1,2.0,0.0,10.0,0,1.0,1.0,6.0,3.0,1.0,1
2505,38463.0,1.0,3.0,3.0,1,4.0,1.0,0,0,24.916666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,15,1,1,0,0,0,1,3.0,0.0,6.0,1,3.0,1.0,5.0,3.0,2.0,1
2506,38470.0,1.0,3.0,3.0,0,4.0,1.0,1,0,27.666666666666668,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,40,5,1,0,0,0,0,2.0,8.0,8.0,0,1.0,1.0,5.0,5.0,2.0,1
2513,38597.0,1.0,3.0,3.0,0,4.0,1.0,0,0,26.083333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,1,0,0,1,0,0,1,3.0,1.0,6.0,1,4.0,1.0,5.0,5.0,1.0,1
2517,38647.0,1.0,3.0,3.0,0,4.0,1.0,0,0,26.083333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,40,0,0,0,0,0,0,4.0,0.0,7.0,0,1.0,1.0,3.0,3.0,3.0,1
2518,38653.0,1.0,2.0,3.0,0,4.0,1.0,0,0,25.166666666666668,1,0.0,0.0,0,0,0,0,2.0,1,0,0.0,0.0,0,0,0,1.0,1,960,1,0,0,0,0,1,4.0,0.0,4.0,0,4.0,1.0,2.0,2.0,3.0,1
2520,38666.0,1.0,2.0,3.0,0,4.0,1.0,0,1,21.666666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,10,2,1,0,0,0,1,4.0,0.0,6.0,0,3.0,1.0,5.0,3.0,4.0,0
2524,38737.0,1.0,3.0,3.0,0,4.0,1.0,0,0,25.75,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,16,1,0,0,0,0,0,3.0,0.0,7.0,0,3.0,1.0,3.0,3.0,2.0,1
2528,38770.0,1.0,3.0,3.0,0,4.0,1.0,0,0,24.666666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,2,0,0,0,0,0,0,5.0,10.0,6.0,1,6.0,1.0,3.0,3.0,6.0,1
2530,38787.0,1.0,3.0,3.0,0,4.0,1.0,0,0,24.166666666666668,1,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,1,480,1,0,0,0,0,1,4.0,0.0,7.0,1,1.0,1.0,2.0,2.0,2.0,1
2539,38910.0,1.0,3.0,3.0,0,4.0,1.0,0,0,21.75,0,4.0,3.0,1,0,0,1,1.0,0,0,0.0,0.0,0,0,0,1.0,1,250,1,0,0,1,0,1,4.0,0.0,8.0,0,3.0,1.0,3.0,3.0,4.0,0
2541,38929.0,1.0,3.0,3.0,0,4.0,1.0,0,0,28.666666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,450,1,1,0,1,0,0,4.0,2.0,7.0,1,5.0,1.0,3.0,3.0,6.0,1
2545,38953.0,1.0,3.0,3.0,0,4.0,1.0,0,0,23.833333333333332,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,0,70,0,0,0,0,0,1,3.0,0.0,6.0,1,2.0,1.0,3.0,3.0,1.0,1
2546,38967.0,1.0,3.0,3.0,0,4.0,1.0,0,0,25.583333333333332,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,6,1,0,0,0,0,1,4.0,0.0,8.0,0,4.0,1.0,3.0,2.0,3.0,1
2554,39206.0,1.0,3.0,3.0,0,4.0,1.0,0,0,25.083333333333332,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,180,0,1,1,1,0,1,5.0,3.0,5.0,1,5.0,1.0,3.0,5.0,3.0,1
2557,39255.0,1.0,3.0,5.0,0,4.0,1.0,0,0,25.583333333333332,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,580,1,1,0,0,0,0,5.0,5.0,6.0,0,3.0,1.0,3.0,3.0,3.0,1
2558,39269.0,1.0,3.0,5.0,1,4.0,1.0,0,1,24.75,1,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,1,8,1,0,0,0,0,0,4.0,10.0,5.0,0,5.0,1.0,3.0,3.0,1.0,0
2561,39348.0,1.0,3.0,5.0,1,4.0,1.0,0,0,26.833333333333332,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,16,0,0,0,0,0,1,4.0,6.0,5.0,1,3.0,1.0,3.0,3.0,3.0,1
2565,39387.0,1.0,3.0,3.0,0,4.0,1.0,0,0,23.416666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,100,1,1,1,0,0,1,5.0,2.0,6.0,0,4.0,1.0,5.0,4.0,2.0,0
2570,39465.0,1.0,3.0,2.0,1,4.0,1.0,0,0,30.083333333333332,1,0.0,0.0,0,0,0,0,5.0,0,0,0.0,0.0,0,0,0,1.0,1,2,2,0,0,0,0,0,5.0,6.0,6.0,1,4.0,2.0,3.0,1.0,2.0,1
2571,39476.0,1.0,3.0,3.0,0,4.0,1.0,0,0,24.833333333333332,1,0.0,0.0,0,0,0,0,2.0,0,750,0.0,0.0,0,0,0,1.0,1,30,0,1,1,1,1,1,5.0,7.0,8.0,0,3.0,1.0,5.0,3.0,4.0,1
2580,39560.0,1.0,3.0,3.0,0,4.0,1.0,0,0,23.75,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,6,1,0,0,0,0,1,5.0,3.0,6.0,1,3.0,1.0,5.0,5.0,2.0,1
2581,39572.0,1.0,3.0,3.0,0,4.0,1.0,0,1,21.833333333333332,0,0.0,0.0,0,0,0,0,2.0,0,320,0.0,0.0,0,0,0,1.0,1,48,3,1,0,0,0,1,4.0,12.0,6.0,0,3.0,1.0,2.0,2.0,3.0,0
2591,39771.0,1.0,2.0,3.0,0,4.0,1.0,0,0,22.333333333333332,0,0.0,0.0,0,0,0,0,2.0,0,720,0.0,0.0,0,0,0,1.0,1,20,2,1,0,1,1,1,4.0,4.0,6.0,0,2.0,1.0,3.0,4.0,4.0,0
2592,39773.0,1.0,2.0,3.0,0,4.0,1.0,0,1,22.25,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,0,30,2,0,0,0,0,1,4.0,7.0,7.0,1,4.0,1.0,3.0,5.0,2.0,0
2597,39815.0,1.0,3.0,3.0,0,4.0,1.0,0,0,30.583333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,8,2,0,1,0,0,0,3.0,0.0,7.0,1,4.0,1.0,5.0,3.0,4.0,1
2601,39846.0,1.0,3.0,3.0,0,4.0,1.0,1,0,26.666666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,48,0,1,1,0,0,1,4.0,1.0,6.0,0,3.0,1.0,5.0,3.0,2.0,1
2603,39860.0,1.0,3.0,3.0,0,4.0,1.0,1,1,25.75,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,7,0,1,0,0,0,0,3.0,8.0,6.0,0,1.0,1.0,3.0,3.0,1.0,0
2610,39893.0,1.0,3.0,3.0,0,4.0,1.0,1,1,21.916666666666668,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,0,20,0,0,0,0,1,0,3.0,0.0,7.0,0,1.0,1.0,3.0,3.0,2.0,0
2611,39896.0,1.0,3.0,3.0,0,4.0,1.0,0,0,24.666666666666668,1,0.0,0.0,0,0,0,0,7.0,0,0,0.0,0.0,0,0,0,1.0,1,2,1,0,0,0,1,1,3.0,8.0,6.0,0,4.0,1.0,2.0,2.0,3.0,1
2612,39910.0,1.0,3.0,3.0,0,4.0,1.0,0,0,24.0,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,200,0,0,0,0,0,1,4.0,8.0,6.0,0,4.0,1.0,5.0,3.0,4.0,1
2614,39916.0,1.0,3.0,3.0,0,4.0,1.0,0,0,25.166666666666668,1,0.0,0.0,0,0,0,0,7.0,0,0,0.0,0.0,0,0,0,1.0,1,48,0,0,0,0,0,1,5.0,5.0,5.0,0,3.0,1.0,3.0,3.0,4.0,1
2615,39924.0,1.0,3.0,3.0,1,4.0,1.0,1,0,25.916666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,7,0,0,0,0,0,0,3.0,8.0,6.0,0,4.0,1.0,3.0,3.0,1.0,1
2623,40004.0,1.0,3.0,3.0,0,4.0,1.0,0,0,26.25,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,24,1,0,0,0,0,1,2.0,2.0,5.0,1,4.0,1.0,3.0,3.0,6.0,1
2624,40011.0,1.0,3.0,3.0,0,4.0,1.0,0,0,25.166666666666668,0,0.0,0.0,0,0,0,0,2.0,0,290,0.0,0.0,0,0,0,1.0,0,180,2,0,0,0,0,1,5.0,10.0,6.0,1,4.0,1.0,3.0,3.0,5.0,1
2625,40034.0,1.0,3.0,3.0,1,4.0,1.0,0,0,26.333333333333332,1,0.0,0.0,0,0,0,0,7.0,0,580,0.0,0.0,0,0,0,1.0,1,240,2,1,1,0,0,1,4.0,2.0,5.0,0,4.0,1.0,3.0,3.0,2.0,1
2630,40107.0,1.0,3.0,3.0,0,4.0,1.0,0,0,24.583333333333332,1,0.0,0.0,0,0,0,0,7.0,0,0,0.0,0.0,0,0,0,1.0,0,2,1,0,0,0,0,0,1.0,3.0,5.0,1,4.0,1.0,2.0,5.0,3.0,1
2637,40175.0,1.0,3.0,5.0,1,4.0,1.0,1,0,27.916666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,40,0,1,1,0,0,1,5.0,2.0,5.0,0,1.0,1.0,3.0,3.0,3.0,1
2638,40182.0,1.0,3.0,5.0,1,4.0,1.0,1,0,41.916666666666664,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,40,1,1,0,0,0,0,4.0,3.0,8.0,0,1.0,2.0,3.0,3.0,3.0,0
2640,40190.0,1.0,3.0,5.0,1,4.0,1.0,1,0,26.166666666666668,1,0.0,0.0,0,0,0,0,7.0,0,0,0.0,0.0,0,0,0,1.0,1,360,1,1,0,0,0,1,3.0,8.0,8.0,0,4.0,1.0,3.0,2.0,3.0,1
2647,40277.0,1.0,3.0,3.0,0,4.0,1.0,1,0,26.0,1,0.0,0.0,0,0,0,0,2.0,1,770,0.0,0.0,0,0,0,1.0,1,3,1,1,1,0,0,1,4.0,8.0,7.0,1,4.0,1.0,3.0,3.0,3.0,1
2650,40304.0,1.0,3.0,3.0,0,4.0,1.0,0,0,26.583333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,8,1,0,0,0,0,0,4.0,0.0,7.0,1,4.0,1.0,3.0,3.0,4.0,1
2651,40305.0,1.0,3.0,3.0,0,4.0,1.0,0,0,26.25,0,0.0,0.0,0,0,0,0,1.0,0,400,0.0,0.0,0,0,0,1.0,1,22,0,0,0,0,0,0,4.0,7.0,6.0,1,4.0,1.0,3.0,3.0,1.0,1
2654,40339.0,1.0,3.0,3.0,1,4.0,1.0,0,0,26.916666666666668,1,0.0,0.0,0,0,0,0,2.0,0,865,0.0,0.0,0,0,0,1.0,1,240,1,1,1,0,0,1,5.0,2.0,6.0,0,3.0,1.0,3.0,3.0,4.0,1
2656,40349.0,1.0,3.0,3.0,0,4.0,1.0,0,0,24.0,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,36,1,1,1,0,0,1,4.0,5.0,8.0,1,3.0,1.0,3.0,3.0,2.0,1
2659,40376.0,1.0,3.0,3.0,0,4.0,1.0,0,0,23.583333333333332,1,0.0,0.0,0,0,0,0,7.0,0,0,0.0,0.0,0,0,0,1.0,1,528,0,0,0,0,0,0,4.0,0.0,8.0,0,4.0,1.0,3.0,3.0,2.0,1
2667,40417.0,1.0,2.0,3.0,0,4.0,1.0,0,0,26.416666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,200,1,0,0,0,0,0,4.0,2.0,7.0,1,1.0,1.0,1.0,3.0,2.0,1
2673,40452.0,1.0,3.0,5.0,1,4.0,1.0,1,0,26.166666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,40,0,1,0,0,0,0,4.0,0.0,8.0,0,2.0,1.0,5.0,5.0,4.0,1
2675,40470.0,1.0,3.0,3.0,0,4.0,1.0,0,0,28.0,1,0.0,0.0,0,0,0,0,7.0,0,0,0.0,0.0,0,0,0,1.0,1,160,3,1,1,1,0,1,4.0,3.0,6.0,1,3.0,1.0,3.0,3.0,1.0,1
2676,40473.0,1.0,3.0,3.0,0,4.0,1.0,0,0,22.5,0,3.0,3.0,0,0,1,1,2.0,0,0,0.0,0.0,0,0,0,1.0,1,2,2,0,0,0,0,0,3.0,7.0,8.0,0,1.0,1.0,6.0,5.0,5.0,0
2681,40523.0,1.0,3.0,3.0,0,4.0,1.0,0,0,24.75,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,528,3,0,0,0,0,0,5.0,0.0,7.0,1,4.0,1.0,4.0,4.0,5.0,1
2683,40577.0,1.0,3.0,3.0,0,4.0,1.0,0,0,26.25,0,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,1,16,0,0,0,0,0,0,4.0,6.0,7.0,0,1.0,1.0,2.0,5.0,3.0,1
2692,40676.0,1.0,2.0,3.0,0,4.0,1.0,0,0,26.5,0,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,10,2,1,1,0,0,1,5.0,2.0,7.0,0,3.0,1.0,5.0,5.0,4.0,1
2694,40712.0,1.0,3.0,3.0,0,4.0,1.0,0,1,21.583333333333332,0,3.0,0.0,0,0,1,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,240,0,0,0,0,0,0,4.0,2.0,6.0,0,3.0,1.0,3.0,3.0,4.0,0
2699,40791.0,1.0,2.0,3.0,0,4.0,1.0,0,0,23.583333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,156,1,0,0,0,0,0,3.0,0.0,7.0,1,1.0,1.0,3.0,3.0,2.0,1
2709,40902.0,1.0,3.0,3.0,0,4.0,1.0,0,1,24.5,0,3.0,2.0,0,0,0,1,1.0,0,0,0.0,0.0,0,0,0,1.0,1,120,1,0,0,0,0,0,4.0,0.0,6.0,0,1.0,1.0,2.0,3.0,2.0,0
2714,40937.0,1.0,3.0,1.0,1,4.0,1.0,0,0,35.5,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,40,0,0,0,0,0,0,4.0,0.0,6.0,0,4.0,2.0,2.0,2.0,3.0,1
2720,40995.0,1.0,3.0,3.0,0,5.0,1.0,0,0,27.25,1,0.0,0.0,0,0,0,0,1.0,1,830,0.0,0.0,0,0,0,1.0,1,240,9,0,0,0,0,0,4.0,2.0,7.0,1,4.0,1.0,6.0,6.0,4.0,1
2721,41002.0,1.0,3.0,3.0,0,5.0,1.0,0,1,26.333333333333332,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,0,10,2,0,0,1,0,0,4.0,0.0,6.0,0,4.0,1.0,4.0,4.0,3.0,0
2723,41013.0,1.0,3.0,3.0,0,5.0,1.0,0,0,25.0,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,160,1,0,0,0,1,0,4.0,4.0,7.0,1,1.0,1.0,3.0,4.0,4.0,1
2725,41021.0,1.0,3.0,6.0,1,5.0,1.0,0,1,36.0,0,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,30,0,0,0,0,0,1,3.0,10.0,5.0,0,3.0,1.0,3.0,3.0,6.0,0
2727,41045.0,1.0,1.0,3.0,0,5.0,1.0,0,0,29.333333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,160,0,0,0,0,0,0,4.0,0.0,6.0,0,3.0,1.0,5.0,5.0,5.0,1
2730,41061.0,1.0,1.0,6.0,0,5.0,1.0,0,0,37.0,0,0.0,0.0,0,0,0,0,8.0,0,0,0.0,0.0,0,0,0,1.0,1,4,2,0,0,0,0,0,4.0,0.0,8.0,1,3.0,1.0,3.0,1.0,5.0,1
2732,41066.0,1.0,1.0,3.0,0,5.0,1.0,0,0,22.916666666666668,0,0.0,0.0,0,0,0,0,8.0,0,0,0.0,0.0,0,0,0,1.0,1,1200,0,0,0,0,0,0,4.0,7.0,7.0,0,6.0,2.0,5.0,2.0,2.0,1
2735,41092.0,1.0,1.0,6.0,0,5.0,1.0,0,0,28.833333333333332,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,40,0,0,0,0,0,0,4.0,0.0,7.0,0,2.0,1.0,1.0,3.0,3.0,1
2741,41112.0,1.0,1.0,6.0,0,5.0,1.0,0,0,38.833333333333336,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,8,1,0,0,0,1,0,4.0,14.0,8.0,0,1.0,1.0,3.0,1.0,2.0,1
2742,41114.0,1.0,1.0,6.0,0,5.0,1.0,0,0,26.333333333333332,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,0,6,1,0,0,0,0,0,5.0,3.0,8.0,0,5.0,2.0,3.0,3.0,6.0,1
2757,41221.0,1.0,1.0,3.0,0,5.0,1.0,0,1,22.5,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,160,0,0,0,0,0,0,4.0,4.0,8.0,0,4.0,1.0,5.0,3.0,3.0,0
2762,41254.0,1.0,3.0,3.0,0,5.0,1.0,0,1,21.75,1,0.0,0.0,0,0,0,0,8.0,0,0,0.0,0.0,0,0,0,1.0,1,700,2,1,0,0,0,0,2.0,1.0,6.0,0,2.0,1.0,4.0,3.0,1.0,0
2770,41306.0,1.0,3.0,3.0,0,5.0,1.0,0,1,22.666666666666668,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,1,1,0,0,0,0,1,3.0,1.0,7.0,0,2.0,1.0,3.0,3.0,3.0,0
2774,41328.0,1.0,3.0,3.0,0,5.0,1.0,0,0,23.916666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,3,4,1,0,0,0,1,4.0,1.0,7.0,0,2.0,1.0,3.0,3.0,3.0,1
2787,41454.0,1.0,3.0,3.0,0,5.0,1.0,0,1,21.833333333333332,0,0.0,0.0,0,0,0,0,2.0,0,840,0.0,0.0,0,0,0,1.0,1,400,1,1,0,0,1,1,4.0,0.0,6.0,1,3.0,1.0,3.0,3.0,2.0,0
2791,41472.0,1.0,3.0,3.0,0,5.0,1.0,0,0,23.916666666666668,1,0.0,0.0,0,0,0,0,2.0,0,440,0.0,0.0,0,0,0,1.0,1,160,1,1,0,0,0,0,5.0,7.0,6.0,0,5.0,1.0,5.0,5.0,3.0,1
2794,41487.0,1.0,3.0,3.0,0,5.0,1.0,0,0,24.166666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,8,1,0,0,0,0,0,5.0,10.0,8.0,0,4.0,1.0,1.0,1.0,5.0,1
2795,41503.0,1.0,3.0,3.0,0,5.0,1.0,0,1,21.583333333333332,1,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,1,144,1,0,0,0,0,1,1.0,8.0,6.0,0,1.0,1.0,4.0,3.0,3.0,0
2800,41518.0,1.0,2.0,3.0,0,5.0,1.0,0,1,22.5,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,60,2,0,0,0,0,1,4.0,0.0,7.0,0,4.0,1.0,3.0,3.0,3.0,0
2804,41559.0,1.0,1.0,3.0,0,5.0,1.0,0,0,25.083333333333332,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,23,0,0,0,1,0,0,3.0,0.0,8.0,0,2.0,1.0,3.0,3.0,6.0,1
2806,41563.0,1.0,1.0,3.0,0,5.0,1.0,0,0,22.916666666666668,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,24,0,0,0,0,0,0,4.0,3.0,7.0,0,3.0,1.0,5.0,5.0,3.0,1
2816,41629.0,1.0,3.0,3.0,0,5.0,1.0,0,1,21.916666666666668,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,600,2,1,0,0,0,0,4.0,0.0,5.0,0,3.0,1.0,2.0,3.0,2.0,0
2821,41675.0,1.0,3.0,3.0,0,5.0,1.0,0,1,23.25,0,0.0,0.0,0,0,0,0,2.0,0,320,0.0,0.0,0,0,0,1.0,0,180,0,1,0,0,0,1,3.0,1.0,6.0,0,2.0,1.0,3.0,2.0,1.0,0
2824,41720.0,1.0,3.0,5.0,1,5.0,1.0,0,1,24.25,1,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,1,3,2,0,0,1,1,1,2.0,0.0,6.0,0,3.0,1.0,2.0,3.0,4.0,0
2827,41766.0,1.0,3.0,3.0,0,5.0,1.0,0,1,24.166666666666668,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,180,1,1,0,0,0,0,4.0,1.0,7.0,0,2.0,1.0,5.0,5.0,1.0,0
