,id,branch,found,course,daynight,major,school,school_area,sex,age,hire_state,b022,b023,b036,b038,b039,b040,f009,i001,i033,i037,i042,i046,i066,i076,l001,l009,l016,m002,k110,k004,k007,k009,k011,q001,q002,q003,q004,q006,p001,p026,p029,p036,p045
2829,41781.0,1.0,3.0,3.0,0,5.0,1.0,0,1,23.25,1,0.0,0.0,0,0,0,0,2.0,0,500,0.0,0.0,0,0,0,1.0,0,100,0,1,0,0,0,1,4.0,5.0,7.0,1,4.0,1.0,4.0,3.0,3.0,0
2830,41782.0,1.0,3.0,3.0,0,5.0,1.0,0,1,22.833333333333332,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,8,0,0,0,0,0,1,3.0,0.0,6.0,0,4.0,1.0,3.0,3.0,3.0,0
2837,41827.0,1.0,3.0,3.0,0,5.0,1.0,0,0,27.333333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,400,2,0,0,0,0,0,5.0,0.0,6.0,0,4.0,1.0,5.0,3.0,4.0,1
2838,41834.0,1.0,3.0,3.0,0,5.0,1.0,0,0,28.0,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,120,4,0,1,0,0,1,4.0,3.0,7.0,1,4.0,1.0,5.0,5.0,5.0,1
2844,41886.0,1.0,3.0,3.0,0,5.0,1.0,0,1,22.583333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,40,0,1,1,0,0,1,4.0,0.0,7.0,0,3.0,1.0,3.0,3.0,2.0,0
2847,41890.0,1.0,3.0,3.0,1,5.0,1.0,0,0,23.666666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,10,0,1,0,0,0,1,2.0,3.0,6.0,0,1.0,1.0,5.0,3.0,4.0,1
2851,41929.0,1.0,3.0,3.0,0,5.0,1.0,0,0,25.5,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,8,0,1,0,0,0,1,4.0,4.0,7.0,0,3.0,1.0,3.0,3.0,3.0,1
2853,41978.0,1.0,3.0,3.0,0,5.0,1.0,0,1,23.333333333333332,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,2,0,0,0,0,0,1,3.0,1.0,7.0,0,2.0,1.0,5.0,3.0,1.0,0
2855,42012.0,1.0,2.0,3.0,0,5.0,1.0,0,1,22.166666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,6,1,1,1,0,0,1,5.0,0.0,7.0,0,2.0,1.0,4.0,4.0,3.0,0
2857,42051.0,1.0,3.0,7.0,0,5.0,1.0,0,0,26.916666666666668,1,0.0,0.0,0,0,0,0,7.0,0,0,0.0,0.0,0,0,0,1.0,1,20,1,0,0,0,0,0,5.0,0.0,7.0,0,4.0,1.0,3.0,3.0,3.0,1
2858,42061.0,1.0,3.0,2.0,1,5.0,1.0,0,0,27.416666666666668,1,0.0,0.0,0,0,0,0,2.0,0,700,0.0,0.0,0,0,0,1.0,0,40,3,1,1,0,0,0,4.0,3.0,7.0,1,3.0,1.0,3.0,2.0,1.0,1
2864,42139.0,1.0,3.0,3.0,0,5.0,1.0,0,1,23.0,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,8,1,0,0,0,1,1,4.0,4.0,6.0,0,5.0,1.0,5.0,3.0,3.0,0
2868,42179.0,1.0,3.0,3.0,0,5.0,1.0,0,1,22.5,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,120,0,1,0,0,0,1,3.0,0.0,7.0,0,1.0,1.0,3.0,4.0,1.0,0
2878,42340.0,1.0,3.0,3.0,0,5.0,1.0,0,0,23.916666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,45,0,0,0,1,1,1,4.0,1.0,8.0,1,5.0,1.0,3.0,3.0,3.0,1
2881,42383.0,1.0,3.0,3.0,0,5.0,1.0,0,0,24.583333333333332,0,5.0,3.0,0,0,0,1,1.0,0,0,0.0,0.0,0,0,0,1.0,1,8,1,0,0,0,0,1,4.0,0.0,7.0,0,4.0,1.0,6.0,3.0,5.0,1
2882,42405.0,1.0,3.0,3.0,0,5.0,1.0,0,1,23.333333333333332,1,0.0,0.0,0,0,0,0,1.0,0,700,0.0,0.0,0,0,0,1.0,1,24,2,0,0,0,0,1,4.0,10.0,6.0,0,4.0,1.0,4.0,4.0,3.0,0
2884,42424.0,1.0,3.0,3.0,0,5.0,1.0,0,0,24.666666666666668,1,0.0,0.0,0,0,0,0,7.0,0,0,0.0,0.0,0,0,0,1.0,1,40,2,1,0,0,0,0,5.0,0.0,4.0,1,2.0,1.0,3.0,3.0,1.0,1
2887,42483.0,1.0,3.0,3.0,0,5.0,1.0,0,1,22.666666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,3,2,0,0,0,0,0,3.0,1.0,6.0,0,1.0,1.0,3.0,3.0,3.0,0
2888,42488.0,1.0,3.0,3.0,0,5.0,1.0,0,1,22.75,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,30,7,0,0,0,0,1,3.0,1.0,6.0,0,3.0,1.0,5.0,3.0,2.0,0
2896,42608.0,1.0,3.0,3.0,0,5.0,1.0,0,1,23.166666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,24,3,0,0,1,1,1,4.0,0.0,6.0,0,4.0,1.0,3.0,3.0,6.0,0
2901,42744.0,1.0,3.0,3.0,0,5.0,1.0,0,1,21.583333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,6,1,0,0,0,0,1,4.0,7.0,6.0,0,3.0,1.0,5.0,3.0,4.0,0
2905,42794.0,1.0,3.0,3.0,0,5.0,1.0,0,1,21.75,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,0,8,1,1,0,0,0,1,4.0,1.0,6.0,0,4.0,1.0,3.0,3.0,1.0,0
2927,43093.0,1.0,3.0,5.0,1,5.0,1.0,0,0,28.666666666666668,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,160,3,0,0,0,0,0,3.0,1.0,7.0,0,3.0,1.0,3.0,3.0,3.0,1
2934,43197.0,1.0,3.0,3.0,0,5.0,1.0,0,1,22.333333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,24,2,1,0,0,0,0,5.0,0.0,7.0,0,4.0,1.0,5.0,5.0,2.0,0
2935,43206.0,1.0,3.0,2.0,1,5.0,1.0,0,1,22.083333333333332,1,0.0,0.0,0,0,0,0,8.0,0,0,0.0,0.0,0,0,0,1.0,1,18,0,0,0,0,0,0,5.0,0.0,7.0,0,3.0,1.0,3.0,3.0,3.0,0
2940,43299.0,1.0,3.0,3.0,0,5.0,1.0,0,0,26.25,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,176,0,0,0,0,0,1,3.0,0.0,7.0,0,1.0,1.0,5.0,5.0,4.0,1
2947,43366.0,1.0,3.0,3.0,0,5.0,1.0,0,0,25.5,0,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,30,0,0,0,1,0,0,2.0,0.0,5.0,1,1.0,1.0,1.0,4.0,5.0,1
2954,43468.0,1.0,3.0,3.0,0,5.0,1.0,0,1,22.5,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,400,3,1,0,0,0,1,2.0,0.0,5.0,0,4.0,1.0,3.0,3.0,2.0,0
2958,43551.0,1.0,3.0,3.0,0,5.0,1.0,0,1,21.75,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,8,3,0,0,0,0,0,2.0,0.0,8.0,0,4.0,1.0,3.0,3.0,3.0,0
2967,43760.0,1.0,3.0,3.0,0,5.0,1.0,0,0,23.916666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,3,2,0,1,0,0,0,5.0,5.0,6.0,0,3.0,1.0,3.0,3.0,4.0,1
2972,43814.0,1.0,3.0,3.0,0,5.0,1.0,0,0,27.833333333333332,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,0,9,1,0,0,1,0,0,4.0,7.0,8.0,0,4.0,1.0,2.0,3.0,3.0,1
2983,43981.0,1.0,3.0,3.0,0,5.0,1.0,0,1,22.416666666666668,1,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,0,100,5,0,0,0,0,0,2.0,5.0,6.0,0,2.0,1.0,3.0,3.0,2.0,0
2986,44061.0,1.0,3.0,3.0,1,5.0,1.0,0,1,22.0,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,36,0,0,0,0,0,0,3.0,1.0,8.0,0,3.0,1.0,5.0,5.0,3.0,0
2989,44081.0,1.0,3.0,3.0,0,5.0,1.0,0,0,24.5,1,0.0,0.0,0,0,0,0,2.0,0,460,0.0,0.0,0,0,0,1.0,1,40,5,1,1,0,0,0,4.0,2.0,9.0,0,3.0,1.0,3.0,3.0,1.0,1
2993,44205.0,1.0,3.0,2.0,1,5.0,1.0,0,1,22.0,0,4.0,3.0,1,0,0,1,6.0,0,0,0.0,0.0,0,0,0,1.0,1,2,5,0,0,0,0,0,3.0,0.0,5.0,1,4.0,1.0,3.0,2.0,2.0,0
2996,44261.0,1.0,3.0,3.0,0,5.0,1.0,0,1,22.416666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,60,1,1,0,0,0,0,3.0,1.0,6.0,0,3.0,1.0,3.0,3.0,3.0,0
2998,44300.0,1.0,3.0,3.0,0,5.0,1.0,0,0,25.25,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,20,3,0,1,0,0,0,4.0,5.0,6.0,1,5.0,1.0,2.0,3.0,1.0,1
3000,44329.0,1.0,3.0,3.0,0,5.0,1.0,0,1,21.583333333333332,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,2,1,0,0,0,0,0,5.0,4.0,6.0,1,4.0,1.0,3.0,3.0,3.0,0
3003,44395.0,1.0,3.0,3.0,0,5.0,1.0,0,0,24.083333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,70,1,0,0,0,0,0,3.0,5.0,8.0,0,3.0,1.0,3.0,3.0,3.0,1
3008,44634.0,1.0,3.0,3.0,0,5.0,1.0,0,0,24.333333333333332,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,100,1,0,0,0,0,0,4.0,0.0,6.0,0,1.0,1.0,4.0,2.0,4.0,1
3016,44734.0,1.0,3.0,3.0,0,5.0,1.0,0,0,25.0,0,3.0,2.0,1,1,0,1,1.0,0,0,0.0,0.0,0,0,0,1.0,1,300,2,0,0,0,0,1,5.0,4.0,7.0,0,4.0,1.0,3.0,3.0,3.0,1
3017,44762.0,1.0,3.0,3.0,0,5.0,1.0,0,0,25.5,1,0.0,0.0,0,0,0,0,7.0,0,0,0.0,0.0,0,0,0,1.0,1,20,0,1,0,1,1,0,5.0,7.0,6.0,1,5.0,1.0,5.0,3.0,4.0,1
3021,44910.0,1.0,3.0,3.0,0,5.0,1.0,0,0,24.916666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,8,2,0,0,0,0,1,3.0,1.0,6.0,0,1.0,1.0,5.0,3.0,3.0,1
3029,44994.0,1.0,3.0,3.0,0,5.0,1.0,1,1,22.916666666666668,0,8.0,4.0,1,0,1,1,2.0,0,0,0.0,0.0,0,0,0,1.0,1,30,0,0,0,0,0,1,3.0,0.0,7.0,0,4.0,1.0,2.0,3.0,3.0,0
3034,45027.0,1.0,3.0,3.0,0,5.0,1.0,0,0,25.166666666666668,0,0.0,0.0,0,0,0,0,2.0,1,0,0.0,0.0,0,0,0,1.0,1,4,0,0,0,0,0,1,4.0,3.0,8.0,1,4.0,1.0,3.0,3.0,2.0,1
3036,45076.0,1.0,3.0,3.0,0,5.0,1.0,0,0,25.75,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,40,1,0,0,0,0,0,4.0,0.0,9.0,0,4.0,1.0,3.0,3.0,4.0,1
3046,45242.0,1.0,3.0,3.0,0,5.0,1.0,0,1,22.0,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,3,1,0,1,0,0,1,4.0,2.0,7.0,0,3.0,1.0,4.0,4.0,4.0,0
3051,45296.0,1.0,3.0,3.0,0,5.0,1.0,0,1,22.5,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,12,1,0,0,0,0,0,5.0,0.0,5.0,0,4.0,1.0,3.0,3.0,3.0,0
3075,45695.0,1.0,3.0,3.0,0,5.0,1.0,0,0,24.583333333333332,1,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,1,4,0,1,0,0,0,1,4.0,3.0,6.0,1,4.0,1.0,3.0,3.0,5.0,1
3076,45720.0,1.0,3.0,3.0,0,5.0,1.0,0,1,23.5,0,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,36,4,1,0,1,0,1,3.0,0.0,6.0,0,3.0,1.0,2.0,2.0,1.0,0
3078,45741.0,1.0,3.0,3.0,0,5.0,1.0,0,1,22.916666666666668,0,0.0,0.0,0,0,0,0,9.0,0,125,0.0,0.0,0,0,0,1.0,1,12,4,0,0,0,0,1,5.0,5.0,8.0,0,3.0,1.0,3.0,3.0,3.0,0
3082,45841.0,1.0,3.0,3.0,0,5.0,1.0,0,1,22.083333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,480,3,0,0,0,0,1,3.0,0.0,6.0,0,3.0,1.0,3.0,3.0,3.0,0
3087,45881.0,1.0,3.0,3.0,0,5.0,1.0,0,0,24.166666666666668,0,1.0,1.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,5,4,1,0,0,0,0,4.0,0.0,7.0,0,1.0,1.0,3.0,3.0,3.0,1
3091,45950.0,1.0,3.0,3.0,0,5.0,1.0,0,1,23.75,1,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,1,20,1,0,0,0,0,1,4.0,0.0,5.0,0,1.0,1.0,3.0,3.0,3.0,0
3101,46021.0,1.0,3.0,6.0,1,5.0,1.0,1,1,28.083333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,200,1,0,0,0,0,0,2.0,3.0,8.0,0,1.0,1.0,5.0,4.0,1.0,0
3102,46025.0,1.0,3.0,3.0,0,5.0,1.0,1,0,23.583333333333332,0,0.0,0.0,0,0,0,0,7.0,0,0,0.0,0.0,0,0,0,1.0,0,1000,0,0,0,0,0,1,5.0,11.0,5.0,1,3.0,1.0,5.0,5.0,6.0,1
3114,46173.0,1.0,3.0,3.0,0,6.0,1.0,0,1,23.333333333333332,1,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,1,30,1,0,0,0,0,0,4.0,4.0,7.0,0,3.0,1.0,5.0,3.0,4.0,0
3118,46218.0,1.0,3.0,3.0,0,6.0,1.0,0,1,40.583333333333336,1,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,1,8,3,0,0,0,0,0,3.0,1.0,6.0,0,2.0,2.0,5.0,3.0,2.0,0
3127,46489.0,1.0,3.0,3.0,0,6.0,1.0,0,1,23.0,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,8,1,0,1,0,0,1,2.0,3.0,5.0,0,3.0,1.0,3.0,3.0,4.0,0
3131,46539.0,1.0,3.0,3.0,0,6.0,1.0,0,1,52.5,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,40,2,0,0,0,0,1,4.0,1.0,6.0,0,1.0,2.0,1.0,1.0,1.0,0
3136,46578.0,1.0,3.0,3.0,0,6.0,1.0,0,1,22.75,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,32,1,1,1,0,0,1,3.0,0.0,5.0,0,1.0,1.0,5.0,3.0,5.0,0
3138,46586.0,1.0,3.0,3.0,0,6.0,1.0,0,1,23.416666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,40,1,0,0,0,0,0,3.0,3.0,8.0,0,3.0,1.0,3.0,3.0,1.0,0
3143,46713.0,1.0,3.0,3.0,0,6.0,1.0,0,1,22.75,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,1,1,0,0,0,0,1,4.0,5.0,6.0,0,1.0,1.0,3.0,3.0,4.0,0
3148,46778.0,1.0,3.0,3.0,0,6.0,1.0,0,1,23.083333333333332,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,0,10,2,0,1,0,0,1,4.0,2.0,6.0,0,2.0,1.0,3.0,3.0,3.0,0
3149,46789.0,1.0,3.0,3.0,0,6.0,1.0,0,1,22.833333333333332,1,0.0,0.0,0,0,0,0,2.0,1,0,0.0,0.0,0,0,0,1.0,1,9,2,0,1,0,0,1,2.0,5.0,5.0,0,3.0,1.0,6.0,4.0,2.0,0
3153,46917.0,1.0,3.0,3.0,0,6.0,1.0,0,1,23.583333333333332,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,8,2,0,0,0,0,1,3.0,1.0,8.0,0,3.0,1.0,3.0,2.0,1.0,0
3156,46966.0,1.0,3.0,3.0,0,6.0,1.0,0,1,47.333333333333336,1,0.0,0.0,0,0,0,0,1.0,0,230,0.0,0.0,0,0,0,1.0,0,8,1,1,0,0,0,1,3.0,2.0,6.0,0,2.0,2.0,3.0,1.0,1.0,0
3162,47162.0,1.0,3.0,3.0,0,6.0,1.0,0,1,25.833333333333332,0,0.0,0.0,0,0,0,0,2.0,1,0,0.0,0.0,0,0,0,1.0,1,1,2,0,0,0,0,1,3.0,1.0,6.0,0,1.0,1.0,3.0,3.0,3.0,0
3168,47258.0,1.0,3.0,3.0,0,6.0,1.0,0,1,23.75,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,15,1,1,0,1,0,1,4.0,0.0,8.0,0,1.0,1.0,3.0,3.0,3.0,0
3169,47265.0,1.0,3.0,3.0,0,6.0,1.0,0,1,25.0,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,6,1,1,1,0,0,1,3.0,40.0,6.0,0,3.0,1.0,5.0,5.0,6.0,0
3171,47355.0,1.0,3.0,3.0,0,6.0,1.0,0,1,24.333333333333332,1,0.0,0.0,0,0,0,0,1.0,0,690,0.0,0.0,0,0,0,1.0,1,5,1,1,0,0,0,0,4.0,1.0,7.0,0,3.0,1.0,3.0,3.0,3.0,0
3177,47416.0,1.0,3.0,3.0,0,6.0,1.0,0,1,23.916666666666668,1,0.0,0.0,0,0,0,0,1.0,1,700,0.0,0.0,0,0,0,1.0,1,20,2,0,0,0,0,0,4.0,2.0,6.0,0,4.0,1.0,5.0,5.0,5.0,0
3178,47432.0,1.0,3.0,3.0,0,6.0,1.0,0,0,27.666666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,72,1,0,0,0,0,1,4.0,12.0,6.0,0,4.0,1.0,3.0,1.0,2.0,1
3179,47439.0,1.0,3.0,3.0,0,6.0,1.0,0,0,25.75,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,4,1,0,0,0,0,0,4.0,4.0,6.0,0,1.0,1.0,5.0,5.0,2.0,1
3180,47450.0,1.0,3.0,3.0,0,6.0,1.0,0,1,23.916666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,8,3,0,0,0,0,0,4.0,0.0,7.0,0,2.0,1.0,3.0,3.0,4.0,0
3183,47518.0,1.0,3.0,3.0,0,6.0,1.0,0,1,24.666666666666668,1,0.0,0.0,0,0,0,0,2.0,1,845,0.0,0.0,0,0,0,1.0,1,45,1,0,1,0,1,1,5.0,2.0,7.0,0,4.0,1.0,4.0,4.0,2.0,0
3185,47577.0,1.0,3.0,3.0,0,6.0,1.0,0,1,24.0,1,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,1,2,1,0,0,0,0,0,5.0,0.0,5.0,0,1.0,1.0,2.0,2.0,4.0,0
3186,47582.0,1.0,3.0,3.0,0,6.0,1.0,0,1,24.416666666666668,1,0.0,0.0,0,0,0,0,1.0,1,920,0.0,0.0,0,0,0,1.0,1,8,1,1,0,0,0,1,2.0,2.0,7.0,0,3.0,1.0,5.0,4.0,5.0,0
3188,47666.0,1.0,3.0,3.0,0,6.0,1.0,0,1,24.166666666666668,1,0.0,0.0,0,0,0,0,2.0,0,580,0.0,0.0,0,0,0,1.0,1,8,1,1,0,0,0,1,3.0,0.0,6.0,0,3.0,1.0,5.0,3.0,2.0,0
3189,47711.0,1.0,3.0,3.0,0,6.0,1.0,0,1,24.25,0,2.0,1.0,1,0,0,1,6.0,0,0,0.0,0.0,0,0,0,1.0,1,20,4,1,0,0,0,1,5.0,7.0,10.0,0,1.0,1.0,1.0,2.0,7.0,0
3194,47812.0,1.0,3.0,3.0,0,6.0,1.0,0,1,23.916666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,2,1,0,0,0,0,0,4.0,2.0,6.0,0,3.0,1.0,3.0,3.0,2.0,0
3195,47860.0,1.0,3.0,3.0,0,6.0,1.0,0,1,25.083333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,240,2,0,0,0,0,1,3.0,5.0,7.0,0,2.0,1.0,3.0,3.0,4.0,0
3196,47868.0,1.0,3.0,3.0,0,6.0,1.0,0,1,29.083333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,30,2,0,0,0,0,1,3.0,2.0,7.0,0,3.0,1.0,5.0,5.0,5.0,0
3197,47892.0,1.0,3.0,3.0,0,6.0,1.0,0,1,24.166666666666668,0,0.0,0.0,0,0,0,0,2.0,0,780,0.0,0.0,0,0,0,1.0,1,8,1,0,0,0,0,1,4.0,5.0,7.0,0,2.0,1.0,5.0,3.0,3.0,0
3199,47971.0,1.0,3.0,3.0,0,6.0,1.0,0,0,27.25,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,4,1,0,0,0,0,0,2.0,2.0,4.0,1,4.0,1.0,5.0,5.0,4.0,1
3202,48107.0,1.0,3.0,6.0,1,6.0,1.0,0,1,44.333333333333336,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,100,1,0,0,0,0,0,4.0,2.0,7.0,0,4.0,2.0,1.0,1.0,2.0,0
3203,48108.0,1.0,3.0,6.0,1,6.0,1.0,0,1,34.25,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,8,1,0,0,0,0,0,3.0,4.0,6.0,0,2.0,3.0,5.0,3.0,5.0,0
3205,48130.0,1.0,3.0,6.0,1,6.0,1.0,0,1,40.583333333333336,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,24,1,1,0,0,0,0,5.0,1.0,7.0,0,3.0,2.0,3.0,3.0,3.0,0
3213,48264.0,1.0,3.0,3.0,0,6.0,1.0,0,0,25.583333333333332,1,0.0,0.0,0,0,0,0,2.0,1,600,0.0,0.0,0,0,0,1.0,1,6,2,1,0,0,0,1,3.0,0.0,6.0,0,3.0,1.0,6.0,5.0,3.0,1
3218,48330.0,1.0,3.0,3.0,0,6.0,1.0,0,1,24.0,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,24,4,0,0,0,0,0,3.0,4.0,4.0,0,4.0,1.0,5.0,3.0,4.0,0
3219,48338.0,1.0,3.0,3.0,0,6.0,1.0,0,1,23.75,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,10,1,0,0,0,0,0,4.0,0.0,7.0,0,4.0,1.0,3.0,5.0,4.0,0
3222,48395.0,1.0,3.0,3.0,0,6.0,1.0,0,1,24.25,1,0.0,0.0,0,0,0,0,1.0,0,500,0.0,0.0,0,0,0,1.0,0,10,1,1,0,0,0,1,4.0,1.0,8.0,0,1.0,2.0,5.0,5.0,5.0,0
3223,48438.0,1.0,3.0,3.0,0,6.0,1.0,0,1,25.583333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,8,1,0,0,0,0,0,4.0,0.0,7.0,0,1.0,1.0,3.0,3.0,1.0,0
3224,48447.0,1.0,3.0,3.0,0,6.0,1.0,0,1,24.0,1,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,1,160,1,0,0,0,0,1,5.0,3.0,7.0,0,2.0,1.0,2.0,2.0,3.0,0
3225,48459.0,1.0,3.0,3.0,0,6.0,1.0,0,1,29.25,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,8,2,0,0,0,0,1,4.0,1.0,6.0,0,3.0,1.0,5.0,5.0,3.0,0
3226,48494.0,1.0,3.0,3.0,0,6.0,1.0,0,1,24.083333333333332,1,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,1,70,1,0,0,0,0,0,3.0,1.0,1.0,0,1.0,1.0,3.0,3.0,1.0,0
3236,48605.0,1.0,3.0,3.0,0,6.0,1.0,0,1,23.833333333333332,1,0.0,0.0,0,0,0,0,2.0,1,0,0.0,0.0,0,0,0,1.0,1,8,1,0,0,0,0,1,4.0,4.0,5.0,0,4.0,1.0,3.0,3.0,3.0,0
3237,48630.0,1.0,3.0,3.0,0,6.0,1.0,0,1,29.916666666666668,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,3,1,0,0,0,1,1,3.0,0.0,8.0,0,2.0,1.0,3.0,3.0,3.0,0
3241,48787.0,1.0,3.0,3.0,0,6.0,1.0,1,1,24.333333333333332,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,0,8,1,0,1,0,0,0,3.0,3.0,7.0,0,1.0,1.0,5.0,4.0,2.0,0
3245,48821.0,1.0,3.0,3.0,0,6.0,1.0,0,1,23.666666666666668,1,0.0,0.0,0,0,0,0,6.0,0,400,0.0,0.0,0,0,0,1.0,1,80,3,1,0,0,0,1,2.0,0.0,5.0,0,4.0,1.0,3.0,3.0,2.0,0
3250,48982.0,1.0,3.0,3.0,0,6.0,1.0,0,1,24.666666666666668,1,0.0,0.0,0,0,0,0,2.0,0,820,0.0,0.0,0,0,0,1.0,0,100,1,0,0,0,0,0,3.0,4.0,7.0,0,3.0,1.0,5.0,5.0,5.0,0
